                 Words      Mean #Total #Positive #Neg     PosMean   NegMean
1128         according -0.014197      1         0    1           0 -0.014197
1105         Paragraph -0.014196      5         1    4  0.00896101 -0.019985
929        methodology -0.014195      2         0    2           0 -0.014195
8           algorithms -0.014192      3         1    2   0.0123575 -0.027467
698             domain -0.014175      1         0    1           0 -0.014175
1475            effect  0.014160      1         1    0   0.0141602  0.000000
1182              shot  0.014148      1         1    0   0.0141479  0.000000
650                CBT  0.014130      1         1    0   0.0141303  0.000000
1037              item -0.014119      1         0    1           0 -0.014119
388          strengths  0.014112      2         2    0   0.0141115  0.000000
615         regularize  0.014109      1         1    0   0.0141095  0.000000
197                 al -0.014080      5         1    4  0.00588354 -0.019071
263               help  0.014068      4         4    0   0.0140678  0.000000
529            setting  0.014016      8         8    0   0.0140163  0.000000
330              scope -0.013997      1         0    1           0 -0.013997
820          different -0.013995      4         0    4           0 -0.013995
1329              full  0.013955      1         1    0   0.0139552  0.000000
699             Hybrid -0.013914      1         0    1           0 -0.013914
38             surface -0.013903      2         0    2           0 -0.013903
847          linearity -0.013900      1         0    1           0 -0.013900
848               GPUs  0.013853      1         1    0   0.0138527  0.000000
544           simulate  0.013832      1         1    0   0.0138316  0.000000
1308           propose -0.013812      2         0    2           0 -0.013812
764        compressing  0.013796      2         2    0   0.0137957  0.000000
499       alternatives -0.013788      2         0    2           0 -0.013788
1270               end  0.013781      2         2    0   0.0137806  0.000000
427          necessary -0.013772      3         0    3           0 -0.013772
700             matter  0.013753      1         1    0   0.0137529  0.000000
1149            social  0.013748      2         2    0   0.0137477  0.000000
1155            Getoor  0.013742      1         1    0    0.013742  0.000000
50           decreases  0.013724      1         1    0   0.0137242  0.000000
573             Adding  0.013711      2         2    0   0.0137115  0.000000
1130           oranges  0.013693      1         1    0   0.0136928  0.000000
79             dataset  0.013646     10         8    2   0.0191657 -0.008432
879        supervising  0.013625      1         1    0   0.0136246  0.000000
189            figures  0.013622      3         2    1   0.0289484 -0.017032
667         discussion  0.013619      3         3    0   0.0136192  0.000000
1462              term -0.013599      1         0    1           0 -0.013599
59                 did  0.013590      5         4    1   0.0201353 -0.012594
425           downside -0.013585      2         0    2           0 -0.013585
1074              four  0.013584      1         1    0   0.0135845  0.000000
979              state  0.013575      1         1    0   0.0135752  0.000000
592           recently  0.013570      1         1    0   0.0135699  0.000000
1272           rewards  0.013540      1         1    0   0.0135395  0.000000
1348         multitask  0.013537      1         1    0   0.0135367  0.000000
1375           Finally -0.013526      2         0    2           0 -0.013526
430          behaviour  0.013515      1         1    0   0.0135153  0.000000
1212                 s -0.013513      3         0    3           0 -0.013513
546           outlined  0.013511      1         1    0   0.0135112  0.000000
547          bandwidth  0.013503      1         1    0   0.0135027  0.000000
333          expansion  0.013499      1         1    0   0.0134991  0.000000
488           dramatic  0.013499      1         1    0   0.0134986  0.000000
271             500MHz  0.013494      1         1    0    0.013494  0.000000
400           contains -0.013488      1         0    1           0 -0.013488
1330            easier  0.013471      1         1    0   0.0134714  0.000000
617      discriminator  0.013469      1         1    0   0.0134693  0.000000
670             tested -0.013463      2         0    2           0 -0.013463
1414           Wonyong -0.013396      1         0    1           0 -0.013396
586          recurrent  0.013395      5         5    0   0.0133955  0.000000
880               size  0.013394      1         1    0   0.0133941  0.000000
769       quantization  0.013386      3         3    0   0.0133863  0.000000
713                via  0.013384      3         3    0   0.0133841  0.000000
980         WikiMovies  0.013377      1         1    0   0.0133769  0.000000
55             finding -0.013373      1         0    1           0 -0.013373
619          effective  0.013343      1         1    0   0.0133435  0.000000
334               each  0.013319      1         1    0   0.0133192  0.000000
945            RMSProp  0.013318      2         2    0    0.013318  0.000000
701            convnet  0.013307      1         1    0    0.013307  0.000000
56               fonts  0.013291      1         1    0   0.0132912  0.000000
806              train -0.013291      1         0    1           0 -0.013291
1010              gaps -0.013285      1         0    1           0 -0.013285
807        establishes -0.013265      1         0    1           0 -0.013265
662         hypothesis -0.013264      2         0    2           0 -0.013264
319                 me  0.013255      7         7    0   0.0132547  0.000000
597       improvements  0.013243      4         4    0   0.0132431  0.000000
233                don -0.013240      4         1    3   0.0123596 -0.021773
574               find  0.013234      2         2    0   0.0132338  0.000000
621           pictures  0.013222      1         1    0   0.0132223  0.000000
915          available  0.013221      1         1    0   0.0132208  0.000000
335             listed -0.013198      1         0    1           0 -0.013198
140                 be  0.013190     20        15    5   0.0216324 -0.012137
1331             world -0.013169      1         0    1           0 -0.013169
1463        controller  0.013144      1         1    0   0.0131442  0.000000
1058            common  0.013135      2         2    0    0.013135  0.000000
767        essentially  0.013071      1         1    0   0.0130706  0.000000
1210            making  0.013067      1         1    0   0.0130667  0.000000
274              grain -0.013037      1         0    1           0 -0.013037
1514             argue  0.013035      1         1    0    0.013035  0.000000
215               here  0.013029     11        11    0   0.0130292  0.000000
549        consequence -0.013014      1         0    1           0 -0.013014
551        information -0.013003      1         0    1           0 -0.013003
916           required -0.012999      1         0    1           0 -0.012999
1132        guarantees  0.012981      1         1    0   0.0129806  0.000000
1156            Joseph  0.012978      1         1    0   0.0129784  0.000000
1244              hope  0.012977      1         1    0   0.0129774  0.000000
275             During  0.012973      1         1    0   0.0129732  0.000000
403         inspecting  0.012946      1         1    0   0.0129461  0.000000
552               mode  0.012935      1         1    0   0.0129353  0.000000
1183              GANs  0.012932      1         1    0   0.0129316  0.000000
287             posted  0.012932      3         3    0   0.0129316  0.000000
809          interface  0.012924      1         1    0   0.0129236  0.000000
663          knowledge -0.012910      3         0    3           0 -0.012910
103           concerns -0.012909      2         0    2           0 -0.012909
57             certain -0.012895      1         0    1           0 -0.012895
1332         motivated  0.012893      1         1    0   0.0128933  0.000000
849                475  0.012862      1         1    0   0.0128618  0.000000
105               need -0.012860      6         0    6           0 -0.012860
947               used  0.012850      3         3    0   0.0128503  0.000000
128            details  0.012841      4         4    0   0.0128413  0.000000
207             impact  0.012818      1         1    0    0.012818  0.000000
1211             those -0.012812      1         0    1           0 -0.012812
917                30s  0.012803      1         1    0   0.0128033  0.000000
589          algorithm -0.012793      3         0    3           0 -0.012793
623             learns  0.012779      1         1    0    0.012779  0.000000
918            English -0.012777      1         0    1           0 -0.012777
182             papers -0.012775      6         1    5   0.0140691 -0.018143
1515            decent  0.012774      1         1    0    0.012774  0.000000
1476           refresh  0.012773      1         1    0   0.0127735  0.000000
260              thank  0.012773      5         5    0   0.0127733  0.000000
694              proof  0.012765      3         3    0   0.0127654  0.000000
491            effects  0.012757      1         1    0   0.0127569  0.000000
1075         sequences  0.012755      1         1    0    0.012755  0.000000
1333              form  0.012739      1         1    0   0.0127387  0.000000
237           Bayesian  0.012727      3         3    0   0.0127266  0.000000
685              value  0.012725      3         3    0   0.0127247  0.000000
651              start  0.012715      1         1    0   0.0127151  0.000000
1001       evaluations -0.012714      2         1    1  0.00867516 -0.034103
1051           samples  0.012714      2         2    0   0.0127138  0.000000
883        statistical -0.012704      1         0    1           0 -0.012704
269         particular  0.012697      3         3    0   0.0126969  0.000000
229               idea  0.012639     13        12    1   0.0145375 -0.010147
278          improving  0.012604      2         2    0   0.0126037  0.000000
1334         predictor  0.012593      1         1    0   0.0125926  0.000000
851               Cons -0.012592      2         0    2           0 -0.012592
991               main  0.012564      2         2    0   0.0125636  0.000000
1415            reduce -0.012562      1         0    1           0 -0.012562
34               below -0.012542      2         0    2           0 -0.012542
949               meta  0.012535      1         1    0   0.0125347  0.000000
1368         calculate  0.012533      1         1    0   0.0125332  0.000000
85            probably  0.012515      5         5    0   0.0125149  0.000000
877          presented -0.012513      3         1    2  0.00964473 -0.023591
407   characterisation  0.012511      1         1    0   0.0125114  0.000000
1516      bibliography -0.012507      1         0    1           0 -0.012507
336        experiments  0.012500     19        13    6   0.0254524 -0.015563
1477               log  0.012487      1         1    0    0.012487  0.000000
1273     conversations  0.012473      1         1    0   0.0124726  0.000000
919            batches  0.012464      1         1    0   0.0124635  0.000000
1018         developed -0.012459      2         0    2           0 -0.012459
492           tangible  0.012447      1         1    0   0.0124467  0.000000
1517               Zhe  0.012445      1         1    0   0.0124449  0.000000
1388               NER -0.012435      1         0    1           0 -0.012435
1369             score  0.012423      1         1    0   0.0124234  0.000000
62              fairly  0.012419      2         2    0   0.0124194  0.000000
509             matrix  0.012414      2         2    0   0.0124142  0.000000
625             CatGAN  0.012385      1         1    0   0.0123849  0.000000
337            present  0.012383      1         1    0   0.0123834  0.000000
338           educated -0.012382      1         0    1           0 -0.012382
88                 are -0.012373     20         5   15   0.0115517 -0.020348
692          parameter  0.012351      3         3    0   0.0123511  0.000000
702         externally -0.012332      1         0    1           0 -0.012332
481          therefore -0.012322      3         0    3           0 -0.012322
279          solutions -0.012297      1         0    1           0 -0.012297
703          bootstrap  0.012295      1         1    0   0.0122948  0.000000
1135        alleviates  0.012283      1         1    0   0.0122826  0.000000
626             Pathak  0.012278      1         1    0   0.0122778  0.000000
593            combine  0.012274      1         1    0   0.0122744  0.000000
1435          teachers -0.012269      1         0    1           0 -0.012269
1094               207  0.012265      1         1    0   0.0122647  0.000000
225               much  0.012265      6         6    0   0.0122646  0.000000
981               told  0.012264      1         1    0   0.0122639  0.000000
512               skip  0.012256      3         3    0   0.0122559  0.000000
489         benchmarks  0.012250      2         2    0   0.0122502  0.000000
1518            BibTex  0.012249      1         1    0    0.012249  0.000000
537           gradient  0.012245      5         5    0   0.0122445  0.000000
1274            Ubuntu  0.012233      1         1    0   0.0122331  0.000000
1303             space -0.012218      1         0    1           0 -0.012218
1390            little -0.012217      3         0    3           0 -0.012217
135            compare  0.012202      7         6    1    0.017422 -0.019120
461                its -0.012171      3         0    3           0 -0.012171
1335         syntactic -0.012166      1         0    1           0 -0.012166
951             ResNet  0.012137      1         1    0   0.0121367  0.000000
208            pruning -0.012132      1         0    1           0 -0.012132
545            showing  0.012099      5         5    0   0.0120987  0.000000
555             Unlike  0.012090      1         1    0     0.01209  0.000000
64             implies -0.012087      1         0    1           0 -0.012087
989               them -0.012084      2         0    2           0 -0.012084
652           decision -0.012069      1         0    1           0 -0.012069
1350          efficacy  0.012067      1         1    0    0.012067  0.000000
770              ratio -0.012066      1         0    1           0 -0.012066
153             simple  0.012063      5         5    0   0.0120633  0.000000
952            learner  0.012060      1         1    0   0.0120605  0.000000
811            shaping  0.012060      1         1    0   0.0120596  0.000000
408           provides  0.012029      1         1    0   0.0120287  0.000000
339            Overall  0.012028     13        10    3   0.0181206 -0.008280
953              early -0.012015      1         0    1           0 -0.012015
493         principled  0.012003      1         1    0   0.0120027  0.000000
1213       medications  0.011991      1         1    0    0.011991  0.000000
1519              Long  0.011978      1         1    0   0.0119784  0.000000
727          objective -0.011948      3         0    3           0 -0.011948
46            analysis -0.011932      6         0    6           0 -0.011932
810        Environment -0.011909      2         0    2           0 -0.011909
209         addressing -0.011907      1         0    1           0 -0.011907
474             update  0.011889      4         4    0   0.0118891  0.000000
53                 and  0.011871     29        20    9   0.0260451 -0.019625
543                  6  0.011869      6         4    2   0.0237644 -0.011920
982            factoid  0.011852      1         1    0   0.0118518  0.000000
397             needed -0.011851      2         0    2           0 -0.011851
812              DDDQN -0.011840      1         0    1           0 -0.011840
954           reported  0.011823      1         1    0   0.0118233  0.000000
199           Revision -0.011807      2         0    2           0 -0.011807
772             mainly -0.011795      1         0    1           0 -0.011795
1038         gradually -0.011792      1         0    1           0 -0.011792
104                  e -0.011791      4         0    4           0 -0.011791
1137       limitations -0.011785      1         0    1           0 -0.011785
768        computation  0.011781      2         2    0   0.0117812  0.000000
411         statistics -0.011779      1         0    1           0 -0.011779
556           particle  0.011773      1         1    0   0.0117729  0.000000
977          Similarly  0.011770      2         2    0   0.0117704  0.000000
1138         rewording -0.011762      1         0    1           0 -0.011762
404              Still -0.011729      5         0    5           0 -0.011729
495         Admittedly -0.011727      1         0    1           0 -0.011727
203               does -0.011717      8         0    8           0 -0.011717
1139             often  0.011706      1         1    0   0.0117056  0.000000
983                say  0.011702      1         1    0   0.0117019  0.000000
71          surprising  0.011661      3         3    0   0.0116609  0.000000
1157                NN -0.011654      1         0    1           0 -0.011654
298         operations -0.011647      3         0    3           0 -0.011647
320           standard  0.011645      6         5    1   0.0156968 -0.008615
1304          slightly  0.011633      1         1    0    0.011633  0.000000
314             better  0.011629      6         5    1   0.0158145 -0.009301
295           research -0.011625      6         0    6           0 -0.011625
613          framework  0.011623      3         3    0   0.0116225  0.000000
653           existant -0.011610      1         0    1           0 -0.011610
281               tool -0.011575      1         0    1           0 -0.011575
25              answer -0.011566      5         0    5           0 -0.011566
1436                Hi  0.011564      1         1    0   0.0115643  0.000000
127              Noisy  0.011554      2         2    0   0.0115544  0.000000
861                per  0.011550      2         2    0   0.0115503  0.000000
1389              word -0.011547      1         0    1           0 -0.011547
755             losses  0.011539      2         2    0   0.0115391  0.000000
1437        publishing  0.011515      1         1    0   0.0115149  0.000000
1464        importance  0.011507      1         1    0   0.0115072  0.000000
984            focused -0.011505      1         0    1           0 -0.011505
1065         attention  0.011499      4         3    1   0.0165499 -0.003653
394              layer -0.011498      2         0    2           0 -0.011498
490                  C  0.011467      2         2    0   0.0114673  0.000000
282              solve -0.011465      1         0    1           0 -0.011465
1416              load  0.011464      1         1    0   0.0114641  0.000000
852           applying -0.011451      1         0    1           0 -0.011451
985             unable -0.011448      1         0    1           0 -0.011448
1275            modest  0.011434      1         1    0   0.0114341  0.000000
814                 Eq  0.011424      1         1    0   0.0114241  0.000000
1096        readership  0.011414      1         1    0   0.0114137  0.000000
256             claims -0.011410      4         0    4           0 -0.011410
1140             place  0.011384      1         1    0   0.0113844  0.000000
1214       researchers -0.011382      1         0    1           0 -0.011382
813        challenging  0.011364      3         3    0   0.0113638  0.000000
955            general -0.011360      1         0    1           0 -0.011360
1305         dimension -0.011355      1         0    1           0 -0.011355
1306          computed  0.011320      1         1    0   0.0113203  0.000000
345         literature -0.011317      6         0    6           0 -0.011317
150                  3 -0.011316     12         2   10   0.0135491 -0.016289
1465       connections -0.011314      1         0    1           0 -0.011314
1141            series  0.011307      1         1    0   0.0113075  0.000000
1021             ideas  0.011298      3         3    0   0.0112979  0.000000
629            objects -0.011280      1         0    1           0 -0.011280
525               same  0.011273      3         3    0   0.0112726  0.000000
68              optima  0.011270      1         1    0   0.0112704  0.000000
1466          machines -0.011259      1         0    1           0 -0.011259
803          reference  0.011251      4         3    1   0.0178796 -0.008633
773             length -0.011245      1         0    1           0 -0.011245
211              pithy  0.011241      1         1    0   0.0112406  0.000000
52           reviewers  0.011224     11         5    6   0.0400275 -0.012779
412           obtained -0.011204      1         0    1           0 -0.011204
912             sample  0.011203      2         2    0   0.0112031  0.000000
1467           actions -0.011202      1         0    1           0 -0.011202
109           footnote  0.011202      1         1    0   0.0112023  0.000000
853              Prons  0.011198      1         1    0   0.0111979  0.000000
614            applied -0.011180      3         0    3           0 -0.011180
161        publication -0.011176      3         1    2   0.0109099 -0.022219
704              agent  0.011171      1         1    0   0.0111705  0.000000
1185              sets  0.011158      1         1    0   0.0111577  0.000000
1417         Acoustics  0.011157      1         1    0   0.0111567  0.000000
815             toward -0.011156      1         0    1           0 -0.011156
1011    regularization  0.011154      4         4    0    0.011154  0.000000
656            labeled  0.011148      1         1    0   0.0111476  0.000000
385             indeed  0.011144      4         4    0   0.0111439  0.000000
1215             faith  0.011144      1         1    0   0.0111436  0.000000
888                our  0.011143      2         2    0   0.0111433  0.000000
1039      shortcomings -0.011139      1         0    1           0 -0.011139
1418              VLSI -0.011121      1         0    1           0 -0.011121
444             models -0.011111      6         0    6           0 -0.011111
986         extraction -0.011110      1         0    1           0 -0.011110
920               read  0.011105      2         2    0   0.0111048  0.000000
1158              node -0.011087      1         0    1           0 -0.011087
1012         instances  0.011080      1         1    0   0.0110798  0.000000
172               Data -0.011072      7         2    5  0.00908263 -0.019134
596             simply  0.011057      1         1    0    0.011057  0.000000
957                non -0.011056      2         0    2           0 -0.011056
1013            Taylor  0.011050      1         1    0   0.0110496  0.000000
1246                 Q  0.011049      2         2    0    0.011049  0.000000
70               phase -0.011043      1         0    1           0 -0.011043
1478         receptive  0.011041      1         1    0   0.0110408  0.000000
774             powers  0.011037      1         1    0   0.0110371  0.000000
84             helpful  0.011037      3         3    0   0.0110366  0.000000
212                 27  0.011034      1         1    0   0.0110338  0.000000
413       initialising  0.011032      1         1    0   0.0110317  0.000000
1073   straightforward  0.011020      2         2    0   0.0110196  0.000000
1159     outperforming  0.011017      1         1    0    0.011017  0.000000
1479             share  0.011009      1         1    0   0.0110086  0.000000
107               Most -0.011008      2         0    2           0 -0.011008
390             Figure  0.010988      8         5    3   0.0271153 -0.015889
1014           service -0.010968      1         0    1           0 -0.010968
956                MDP  0.010961      1         1    0   0.0109613  0.000000
1097           Richard  0.010945      1         1    0   0.0109455  0.000000
1076          computes  0.010941      1         1    0   0.0109414  0.000000
976        demonstrate  0.010933      2         2    0   0.0109328  0.000000
1438        generality  0.010908      1         1    0   0.0109084  0.000000
1015         scattered -0.010904      1         0    1           0 -0.010904
131                  2 -0.010896     17         2   15   0.0246134 -0.015630
884          supervise  0.010885      1         1    0    0.010885  0.000000
923          described -0.010882      1         0    1           0 -0.010882
1041       differences  0.010880      1         1    0     0.01088  0.000000
1216           billing -0.010880      1         0    1           0 -0.010880
414       surprisingly  0.010869      2         2    0   0.0108689  0.000000
1439           private  0.010861      1         1    0   0.0108612  0.000000
1276         Trainable  0.010847      1         1    0   0.0108473  0.000000
487         similarity  0.010817      2         2    0   0.0108174  0.000000
987       parametrized  0.010809      1         1    0   0.0108092  0.000000
628            version  0.010803      5         5    0   0.0108034  0.000000
1307        relatively -0.010791      1         0    1           0 -0.010791
432       Bertschinger  0.010786      1         1    0   0.0107865  0.000000
75        approximated -0.010778      1         0    1           0 -0.010778
4                   to -0.010775     30         5   25   0.0217078 -0.017272
816             called -0.010758      1         0    1           0 -0.010758
1351            shared  0.010743      1         1    0    0.010743  0.000000
129               best  0.010742      2         2    0   0.0107421  0.000000
1098       concatenate  0.010731      1         1    0   0.0107311  0.000000
1142                he -0.010726      1         0    1           0 -0.010726
1160            Peters  0.010716      1         1    0   0.0107163  0.000000
342               area -0.010713      1         0    1           0 -0.010713
219               They -0.010711     11         0   11           0 -0.010711
988       deficiencies -0.010699      1         0    1           0 -0.010699
1520              SGPV  0.010699      1         1    0   0.0106992  0.000000
676            between -0.010694      3         0    3           0 -0.010694
308              their -0.010692     10         0   10           0 -0.010692
1440           Talking  0.010686      1         1    0   0.0106855  0.000000
475            related -0.010681      5         0    5           0 -0.010681
885              looks  0.010656      1         1    0   0.0106557  0.000000
1336          captures  0.010653      1         1    0   0.0106527  0.000000
1016       explanation -0.010652      1         0    1           0 -0.010652
1059              been -0.010649      2         0    2           0 -0.010649
13            learning  0.010634     20        17    3    0.015177 -0.015111
66            problems -0.010627      4         0    4           0 -0.010627
1521               got  0.010625      1         1    0   0.0106253  0.000000
1468         sometimes  0.010614      1         1    0   0.0106143  0.000000
284              Maybe  0.010612      1         1    0   0.0106124  0.000000
437          conducted -0.010601      2         0    2           0 -0.010601
273             option  0.010564      2         2    0   0.0105641  0.000000
285        complicated -0.010558      1         0    1           0 -0.010558
1042         functions -0.010533      1         0    1           0 -0.010533
882         motivation  0.010526      2         2    0   0.0105259  0.000000
855            leaving -0.010516      1         0    1           0 -0.010516
1352          involves -0.010492      1         0    1           0 -0.010492
854               relu  0.010488      4         4    0   0.0104885  0.000000
1469                19  0.010488      1         1    0    0.010488  0.000000
286              round  0.010482      1         1    0   0.0104817  0.000000
78       visualization -0.010478      1         0    1           0 -0.010478
800             inside  0.010471      2         2    0   0.0104713  0.000000
417             namely -0.010466      1         0    1           0 -0.010466
705                A3C -0.010450      1         0    1           0 -0.010450
1217            inputs -0.010449      1         0    1           0 -0.010449
1419          feasible -0.010448      1         0    1           0 -0.010448
632        downsampled  0.010437      1         1    0    0.010437  0.000000
924    informativeness  0.010433      1         1    0   0.0104329  0.000000
706           increase  0.010431      1         1    0   0.0104306  0.000000
886            uniform  0.010427      1         1    0   0.0104267  0.000000
1349            stated -0.010423      2         0    2           0 -0.010423
1017      unconvincing -0.010421      1         0    1           0 -0.010421
494                 am  0.010420      5         5    0   0.0104197  0.000000
496             decide -0.010414      1         0    1           0 -0.010414
958              tuned  0.010414      1         1    0   0.0104136  0.000000
1100           average  0.010404      1         1    0   0.0104036  0.000000
80              ironed  0.010403      1         1    0   0.0104033  0.000000
715              asked  0.010383      1         1    0   0.0103825  0.000000
244             Second -0.010378      5         0    5           0 -0.010378
959               draw  0.010368      1         1    0   0.0103678  0.000000
598            contain -0.010362      1         0    1           0 -0.010362
599              fixed  0.010353      1         1    0   0.0103527  0.000000
218      unnecessarily -0.010334      1         0    1           0 -0.010334
1049            choice  0.010321      4         4    0   0.0103208  0.000000
1470           Szegedy  0.010291      1         1    0   0.0102905  0.000000
1471    demonstrations  0.010282      1         1    0   0.0102823  0.000000
887            Figure1 -0.010267      1         0    1           0 -0.010267
77                  re  0.010261      3         3    0   0.0102607  0.000000
498             divide -0.010255      1         0    1           0 -0.010255
960            popular  0.010234      1         1    0   0.0102336  0.000000
554         applicable -0.010212      2         0    2           0 -0.010212
1218        thoughtful  0.010212      1         1    0   0.0102118  0.000000
1219         narrative  0.010211      1         1    0   0.0102106  0.000000
83               check  0.010192      1         1    0   0.0101919  0.000000
990            compute  0.010191      1         1    0   0.0101911  0.000000
1472         ambiguous  0.010185      1         1    0   0.0101851  0.000000
344           notation  0.010181      1         1    0   0.0101814  0.000000
1522             grams  0.010181      1         1    0   0.0101812  0.000000
1441         explained  0.010166      1         1    0   0.0101659  0.000000
658      distributions  0.010161      1         1    0   0.0101611  0.000000
433         reflecting  0.010149      1         1    0   0.0101487  0.000000
559            updates  0.010147      2         2    0   0.0101471  0.000000
98                very  0.010145     11        11    0   0.0101449  0.000000
1480          ganglion  0.010142      1         1    0   0.0101424  0.000000
1353          tendency  0.010128      1         1    0   0.0101278  0.000000
1078             upper  0.010124      1         1    0   0.0101237  0.000000
220        appropriate -0.010122      1         0    1           0 -0.010122
12             methods -0.010120     11         1   10   0.0144237 -0.012574
921            concern -0.010110      2         0    2           0 -0.010110
96            practice  0.010110      2         2    0   0.0101099  0.000000
95              plenty  0.010089      2         2    0   0.0100886  0.000000
1131       convergence -0.010082      2         0    2           0 -0.010082
1442         intuitive  0.010076      1         1    0   0.0100757  0.000000
1443           recover  0.010066      1         1    0   0.0100661  0.000000
434               glad  0.010055      1         1    0   0.0100554  0.000000
500           response  0.010052      1         1    0   0.0100524  0.000000
1163      convolutions -0.010052      1         0    1           0 -0.010052
1144              BCFW -0.010034      1         0    1           0 -0.010034
595                  n -0.010005      2         0    2           0 -0.010005
1444      perturbation  0.010002      1         1    0   0.0100021  0.000000
1019         summarise  0.010000      1         1    0   0.0100003  0.000000
1095            really  0.009999      2         2    0   0.0099987  0.000000
553               have  0.009986     14        12    2   0.0130646 -0.008485
857           overcome -0.009982      1         0    1           0 -0.009982
1164              step -0.009957      1         0    1           0 -0.009957
87             rapidly  0.009955      1         1    0  0.00995469  0.000000
159              using  0.009951     13        13    0  0.00995132  0.000000
359               over  0.009950      5         5    0  0.00994974  0.000000
1020     understanding -0.009926      1         0    1           0 -0.009926
1228                p6  0.009923      1         1    0  0.00992323  0.000000
962              years -0.009915      1         0    1           0 -0.009915
473         Embeddings  0.009907      8         8    0  0.00990701  0.000000
659            benfits  0.009903      1         1    0  0.00990317  0.000000
373              shows -0.009897      3         1    2  0.00740831 -0.018550
819           selected -0.009890      1         0    1           0 -0.009890
1165         reproduce  0.009889      1         1    0  0.00988882  0.000000
859               gave  0.009872      1         1    0  0.00987173  0.000000
439           dynamics  0.009868      2         2    0  0.00986829  0.000000
779                may  0.009862      2         2    0  0.00986237  0.000000
292               even  0.009855      1         1    0  0.00985531  0.000000
660               away  0.009853      1         1    0  0.00985251  0.000000
1048            author  0.009843      3         3    0  0.00984335  0.000000
530           Although -0.009835      3         0    3           0 -0.009835
881                Few -0.009820      5         1    4  0.00878907 -0.014472
998         processing -0.009812      2         0    2           0 -0.009812
860                RFN -0.009784      1         0    1           0 -0.009784
501                 RO -0.009781      1         0    1           0 -0.009781
435          proposing -0.009775      1         0    1           0 -0.009775
294               echo  0.009771      1         1    0   0.0097715  0.000000
346           language -0.009752      4         0    4           0 -0.009752
343            defined -0.009746      3         0    3           0 -0.009746
418             moving -0.009733      1         0    1           0 -0.009733
1229           Theorem  0.009730      1         1    0  0.00973033  0.000000
1102            worthy  0.009730      1         1    0  0.00972971  0.000000
347               weak -0.009728      4         0    4           0 -0.009728
1230            derive  0.009724      1         1    0  0.00972385  0.000000
1354       benchmarked  0.009721      1         1    0  0.00972054  0.000000
243           question -0.009704      7         1    6    0.020787 -0.014786
436           stacking  0.009699      1         1    0  0.00969916  0.000000
1220                eg -0.009690      1         0    1           0 -0.009690
821            mention -0.009685      1         0    1           0 -0.009685
502              leave  0.009673      1         1    0  0.00967266  0.000000
856           suitable -0.009666      2         0    2           0 -0.009666
1221        formulated  0.009664      1         1    0  0.00966357  0.000000
925      approximation  0.009624      1         1    0  0.00962429  0.000000
301               core  0.009617      3         3    0  0.00961657  0.000000
1309          function -0.009612      1         0    1           0 -0.009612
1099        simplicity  0.009610      2         2    0  0.00960963  0.000000
1186           sampled  0.009577      1         1    0  0.00957698  0.000000
778                Han -0.009576      1         0    1           0 -0.009576
1103            assume -0.009571      1         0    1           0 -0.009571
504              apply -0.009559      1         0    1           0 -0.009559
438              short -0.009557      1         0    1           0 -0.009557
1044               WMF -0.009549      1         0    1           0 -0.009549
222             Number  0.009528      1         1    0  0.00952846  0.000000
1481         unchanged  0.009515      1         1    0  0.00951528  0.000000
505              range -0.009509      1         0    1           0 -0.009509
777           variable  0.009496      2         2    0  0.00949622  0.000000
1420              SiPS  0.009487      1         1    0  0.00948725  0.000000
542           Matching -0.009479      4         1    3   0.0141476 -0.017355
664            central -0.009462      1         0    1           0 -0.009462
1523            bigram -0.009443      1         0    1           0 -0.009443
992         inflexible  0.009439      1         1    0  0.00943942  0.000000
1187       approximate -0.009435      1         0    1           0 -0.009435
506         connection  0.009434      1         1    0  0.00943408  0.000000
1310             solid -0.009428      1         0    1           0 -0.009428
993          undefined -0.009409      1         0    1           0 -0.009409
862        description  0.009377      1         1    0  0.00937736  0.000000
1371        summarized -0.009375      1         0    1           0 -0.009375
452           designed -0.009365      2         0    2           0 -0.009365
371              least -0.009345      2         1    1  0.00713661 -0.025826
1473               bar  0.009334      1         1    0  0.00933422  0.000000
1311        equivalent -0.009333      1         0    1           0 -0.009333
891         interested  0.009332      1         1    0  0.00933231  0.000000
850              claim -0.009329      2         0    2           0 -0.009329
1233             bound  0.009327      2         2    0  0.00932658  0.000000
890            without -0.009320      2         0    2           0 -0.009320
665              bring -0.009308      1         0    1           0 -0.009308
1372           scoring  0.009290      1         1    0  0.00928958  0.000000
1421              nets -0.009266      1         0    1           0 -0.009266
223                get -0.009261      1         0    1           0 -0.009261
738               Said -0.009251      3         0    3           0 -0.009251
1482                LN -0.009247      1         0    1           0 -0.009247
507           converge  0.009241      1         1    0  0.00924121  0.000000
666        unexplained -0.009236      1         0    1           0 -0.009236
1022         resulting  0.009234      3         3    0  0.00923416  0.000000
410               seem  0.009233      2         2    0  0.00923317  0.000000
508     Distributional  0.009217      1         1    0   0.0092173  0.000000
1524          citation -0.009212      1         0    1           0 -0.009212
1422          compress -0.009182      1         0    1           0 -0.009182
121           sequence  0.009181      2         2    0  0.00918068  0.000000
892            streams -0.009169      1         0    1           0 -0.009169
1525           renders -0.009163      1         0    1           0 -0.009163
668         intialized -0.009141      1         0    1           0 -0.009141
514         References  0.009141      5         2    3   0.0519781 -0.019417
224               Jose  0.009137      1         1    0  0.00913713  0.000000
